,predicted,real,prob
0,0,1,0.912
1,0,0,0.9899
2,0,1,0.9857
3,1,1,0.9993
4,0,0,0.9902
5,0,0,0.9984
6,1,1,0.9975
7,0,0,0.9924
8,1,1,0.9907
9,0,0,0.9998
10,0,0,0.9983
11,0,0,0.9988
12,1,1,0.8036
13,0,0,0.7738
14,0,0,0.9992
15,0,0,0.9994
16,0,0,0.9946
17,1,1,0.7919
18,0,0,0.9999
19,1,0,0.6911
20,1,1,0.6257
21,0,0,0.8204
22,1,0,0.8517
23,0,1,0.6091
24,0,1,0.6254
25,1,1,0.9874
26,0,0,0.7853
27,0,0,0.9946
28,0,0,0.9997
29,0,0,0.9612
30,0,0,0.9326
31,0,0,0.9821
32,0,0,1.0
33,0,0,0.8228
34,1,1,0.7343
35,1,1,0.8573
36,1,1,0.7601
37,1,1,0.9578
38,1,1,0.953
39,0,0,0.8861
40,1,1,0.92
41,1,1,0.9928
42,0,0,0.998
43,0,0,0.9998
44,0,0,0.8232
45,0,0,0.9978
46,0,0,0.9864
47,0,0,0.9981
48,1,0,0.7378
49,0,0,0.9976
50,0,0,0.9588
51,0,0,0.9931
52,0,0,0.9971
53,0,1,0.8176
54,0,0,0.5454
55,0,0,1.0
56,0,0,0.9955
57,1,1,0.9566
58,0,0,0.9943
59,1,1,0.902
60,1,1,0.9933
61,0,0,1.0
62,0,0,0.8992
63,0,0,0.999
64,1,0,0.7333
65,0,0,0.7658
66,0,0,0.9994
67,1,1,0.9614
68,0,0,0.9306
69,1,1,0.9782
70,0,0,0.9911
71,0,0,0.9709
72,0,0,0.9236
73,0,0,0.9999
74,1,1,0.9998
75,0,0,0.9996
76,0,0,0.6231
77,1,1,0.9958
78,0,1,0.5545
79,0,0,0.9408
80,0,0,0.8353
81,0,0,0.7261
82,0,0,0.9743
83,0,0,0.8588
84,0,0,0.9963
85,0,0,0.9875
86,0,0,0.6641
87,0,0,0.9995
88,0,0,0.9995
89,0,0,0.9968
90,0,0,0.7681
91,0,0,0.9767
92,0,0,0.9845
93,0,0,0.9959
94,0,0,0.9997
95,0,0,0.9868
96,1,1,0.8455
97,1,1,0.8555
98,0,1,0.5577
99,0,0,0.6678
100,1,1,0.7495
101,0,0,0.8485
102,1,1,0.8567
103,0,0,0.9998
104,1,1,0.9215
105,1,0,0.604
106,0,0,0.999
107,0,0,0.9998
108,0,0,0.9702
109,0,0,0.9974
110,0,0,0.9057
111,0,0,0.9982
112,0,0,0.6213
113,0,0,0.9972
114,0,0,0.9456
115,0,0,0.9814
116,1,1,0.5817
117,1,1,0.9984
118,0,1,0.7068
119,0,1,0.9967
120,0,0,0.935
121,1,0,0.8043
122,1,1,0.7416
123,0,1,0.5154
124,0,0,0.9855
125,0,0,0.5675
126,0,0,0.9813
127,1,1,0.8848
128,0,0,0.9481
129,0,0,0.9942
130,0,0,0.9984
131,0,0,0.9999
132,1,1,0.8847
133,0,1,0.9525
134,0,0,0.9999
135,1,0,0.8649
136,1,0,0.5088
137,0,0,1.0
138,1,1,0.7533
139,0,0,0.9914
140,0,0,0.9726
141,1,1,0.975
142,0,0,0.8453
143,1,1,0.9491
144,1,1,0.9716
145,0,0,0.9861
146,1,0,0.6624
147,1,1,0.6524
148,1,1,0.8042
149,1,1,0.895
150,0,0,0.9987
151,1,1,0.8172
152,1,1,0.9853
153,0,0,0.9991
154,0,0,0.8223
155,0,0,0.9867
156,0,0,0.9983
157,0,0,0.8489
158,0,0,0.9982
159,0,0,0.7696
160,0,0,0.9996
161,1,1,0.838
162,1,1,0.5347
163,0,0,0.9644
164,0,0,0.9725
165,0,0,0.9976
166,0,0,0.9969
167,0,0,0.9173
168,0,0,0.6195
169,1,1,0.8536
170,0,0,0.6874
171,1,1,0.7747
172,0,0,0.9419
173,0,0,0.9984
174,0,0,0.9999
175,0,0,0.9798
176,1,1,0.8613
177,0,0,0.9963
178,0,0,0.9162
179,1,0,0.561
180,0,0,0.9996
181,0,0,0.8174
182,0,0,0.6829
183,0,0,0.9835
184,0,0,0.9899
185,0,1,0.6943
186,0,0,0.9993
187,0,0,0.7589
188,0,0,0.8236
189,0,0,0.9992
190,1,1,0.7413
191,0,0,0.9978
192,0,0,0.7113
193,1,1,0.9953
194,0,0,0.9978
195,1,1,0.7811
196,1,0,0.7261
197,0,0,0.9996
198,1,1,0.8749
