,predicted,real,prob
0,8,8,0.8819
1,18,18,1.0
2,7,17,0.8721
3,19,19,1.0
4,17,17,0.9918
5,7,7,0.9305
6,19,19,0.9479
7,11,11,0.9126
8,7,7,0.9093
9,17,19,0.8939
10,10,10,0.9703
11,7,5,0.6907
12,10,10,0.9963
13,8,8,0.9379
14,7,7,0.9844
15,5,5,0.9999
16,16,16,0.9715
17,18,18,0.9991
18,14,14,0.9179
19,7,7,0.9981
20,19,19,0.9877
21,18,18,0.9995
22,16,16,0.9975
23,10,10,0.9995
24,19,10,0.6361
25,7,7,0.9921
26,5,5,0.4906
27,5,5,0.9978
28,17,7,0.9334
29,18,18,0.9999
30,10,19,0.8175
31,17,17,0.9985
32,17,7,0.962
33,7,7,0.5443
34,7,19,0.4956
35,5,5,0.9951
36,19,19,0.905
37,19,10,0.7584
38,8,8,0.9989
39,16,19,0.6577
40,11,11,0.9996
41,19,15,0.8843
42,17,17,0.995
43,10,10,0.6574
44,15,15,0.9998
45,19,19,0.5959
46,18,16,0.7886
47,16,16,0.9503
48,7,17,0.902
49,7,7,0.9363
50,5,5,0.9994
51,19,10,0.8499
52,7,7,0.9572
53,8,8,0.8182
54,7,7,0.8146
55,7,7,0.8466
56,8,8,0.9959
57,10,19,0.5887
58,8,8,0.9855
59,18,18,0.861
60,15,15,0.7802
61,8,8,0.9992
62,10,18,0.3341
63,7,17,0.9837
64,16,16,0.9998
65,10,10,0.5021
66,18,16,0.7589
67,10,10,0.9901
68,17,18,0.3725
69,10,10,0.9995
70,7,7,0.8901
71,14,14,0.5015
72,8,8,0.997
73,19,19,0.9765
74,18,18,0.9846
75,16,16,0.9781
76,19,19,0.6718
77,19,19,0.9219
78,7,7,0.9708
79,7,7,0.6216
80,6,7,0.7587
81,7,5,0.8904
82,8,8,0.9986
83,19,10,0.6556
84,7,7,0.9628
85,7,17,0.7298
86,10,19,0.4538
87,17,17,0.8354
88,15,15,0.9948
89,7,7,0.3259
90,7,7,0.9862
91,5,5,0.9998
92,10,19,0.927
93,19,19,0.9997
94,7,7,0.9606
95,8,8,0.9972
96,7,7,0.2997
97,18,18,0.986
98,8,8,0.9999
99,16,11,0.5611
100,7,7,0.7555
101,7,7,0.9393
102,7,7,0.9674
103,10,19,0.8878
104,19,19,0.9993
105,10,19,0.9315
106,14,14,0.9818
107,7,7,0.7015
108,7,7,0.9342
109,19,19,0.6046
110,4,4,0.7632
111,7,7,0.6757
112,2,1,0.3373
113,7,7,0.649
114,11,11,0.9973
115,4,4,0.9981
116,17,17,0.9824
117,7,5,0.587
118,7,7,0.7234
119,17,17,0.9124
120,7,7,0.9568
121,4,5,0.2418
122,11,11,0.9823
123,10,10,0.5874
124,8,8,0.8908
125,6,17,0.7287
126,8,8,0.9355
127,7,7,0.9914
128,7,7,0.997
129,16,18,0.8574
130,19,10,0.7921
131,13,13,0.9627
132,7,17,0.8551
133,7,7,0.9939
134,19,19,0.9132
135,19,19,0.9996
136,7,17,0.8904
137,7,7,0.9331
138,4,4,0.9115
139,5,5,0.9998
140,7,19,0.9491
141,7,17,0.7004
142,19,10,0.7834
143,8,8,0.9986
144,10,19,0.823
145,19,19,0.8584
146,15,15,0.9807
147,16,18,0.8245
148,19,10,0.996
149,0,2,0.9544
150,19,19,0.9187
151,10,10,0.9928
152,7,2,0.9389
153,17,7,0.983
154,11,11,0.9995
155,7,7,0.9888
156,7,17,0.5803
